Symbol,Name,High,Low,Close,Volume,URL
HXT,Horizons S&P Tsx60 Index ETF,50.42,49.77,49.84,512681,http://eoddata.com//stockquote/TSX/HXT.htm
HXT.U,Horizons S&P TSX 60 Index ETF USD,39.2,39.2,39.2,4000,http://eoddata.com//stockquote/TSX/HXT.U.htm
HXU,Betapro S&P TSX 60 2X Daily Bull ETF,20.81,20.28,20.31,104968,http://eoddata.com//stockquote/TSX/HXU.htm
HXX,Horizons Euro Stoxx 50 Index ETF,36.97,36.93,36.97,650,http://eoddata.com//stockquote/TSX/HXX.htm
HYBR,Horizons Active Hybrd Bond Prf Share ETF,9.73,9.67,9.67,11742,http://eoddata.com//stockquote/TSX/HYBR.htm
HYDR,Horizons Global Hydrogen Index ETF,15.2,15.2,15.2,156,http://eoddata.com//stockquote/TSX/HYDR.htm
HYI,Horizons Active High Yield Bond ETF,8.77,8.56,8.68,13927,http://eoddata.com//stockquote/TSX/HYI.htm
HYLD,Hamilton Enhanced U.S. Covered Call ETF,16.03,15.67,15.67,159908,http://eoddata.com//stockquote/TSX/HYLD.htm
HYLD.U,Hamilton Enhanced US Coverd Call ETF USD,15.95,15.7,15.7,5626,http://eoddata.com//stockquote/TSX/HYLD.U.htm
HZD,Betapro Silver 2X Daily Bear ETF,18.57,18.1,18.1,22030,http://eoddata.com//stockquote/TSX/HZD.htm
HZM,Horizonte Minerals Plc,0.11,0.105,0.11,2603800,http://eoddata.com//stockquote/TSX/HZM.htm
